"","ID","URL","Type","Corpus","Date","Dateline","Place","Topic","Title","Body","Notes","Snippet","Context","Summary","Sentiment"
"302","Review: 27 : Amazon Echo - Black","null",0,"Amazon Review","Tue May 31 00:00:00 EDT 2016","31-May-16","null","Amazon Echo - Black","null","So I have now had this device for a month and unfortunately it is junk It is not very useful to be honest and now that the novelty has worn off I find myself using it very little Perhaps I should have done better research I will take the blame for that part What is not my fault is that the app is buggy and unreliable The very worst thing is that for the last few days it has been having issues connecting My PC is connected my tablet is connected but my echo fails to connect I do a full reboot reconnect etc and sometimes that helps and sometimes it does not I do not in any way recommend this to anyone I wish I had not purchased it myself","null","null",NA,"null","negative"
"303","Review: 252 : Amazon Echo - Black","null",0,"Amazon Review","Sun May 08 00:00:00 EDT 2016","8-May-16","null","Amazon Echo - Black","null","I bought this for my husband who is blind and he uses it a lot Especially getting scores on the games he cannot listen to Ive even made him a folder of some of his favorite music that he can listen to that helps him relax before going to bed And he can request it to read a book to him which is fantastic I use it for space weather meteor shower notices weather time and especially to ask where the closest Chinese restaurant etc is It is also great to ask Alexa to search Wikipedia on something as well I do even though I have IHeart Radio wish that the Echo could open a requested song in YouTube And one day I hope it would advance to be able to carry on a conversation with youSo I give it four stars for now even though I know Amazon will advance its research ability and adding new updates often","null","null",NA,"null","positive"
"304","Review: 164 : Amazon Echo - Black","null",0,"Amazon Review","Fri Sep 04 00:00:00 EDT 2015","4-Sep-15","null","Amazon Echo - Black","null","Not a fan of the Echo Ive had it for two months now and I have to scream just to activate it Half the time it never replies or when asked to play music it fails to play what has been asked I use it with my wemo switch was a great idea excepts it works when it feels like Sound quality of you are not playing from prime music and over bluetooth sounds like garbage Not worth the money go buy a better product","null","null",NA,"null","positive"
"305","Review: 203 : Amazon Echo - Black","null",0,"Amazon Review","Wed Jul 13 00:00:00 EDT 2016","13-Jul-16","null","Amazon Echo - Black","null","OK Admittedly Ive only had Alexa in my home for about an hour Im not going to dig into the specs and stuff because not only does the amazon page tell it all but there are a ton of good reviews on here that do Let me give you my anecdotal experience The device arrived a day early and the packaging is a actually quite nice This would look good on a store front shelf When a company invests in good packaging you know they probably have a good product inside The Echo is actually weighty and feels very nice There are basicallyphysical features a mute button a poweraction button and the ring at the top lets you control volume The physical product feels VERY nice to touch which is ironic for a device that is essentially completely hands off Downloading the Alexa app and setting up Alexa with thevoice trainer questions took aboutminutes I have been asking her all sorts of questions and generally her hearing is pretty good I have just one nitpick at the moment it appears I cant tell her a volume level as a percentage of maximum I said something likeAlexa turn volume toThis would be nice rather than asking her to turn it downup in nondescript intervals I figure thats an easy thing for a future update so we will see I plan to use her a lot for cooking and speeding up my morning routine and just as a sound system for entertaining guests or just myself when I need some tunes Sound quality is actually pretty good all things considered The sound is well balanced for middle level playback while at low volumes the bass is reduced without being subdued entirely Thats actually a good thing for studying dinner parties etc when you just need the ambiance It gets loud enough that it could easily be used for a small party atmosphere thinking likepeople where the music isnt really the focus of the event Also Ive read reviews of people saying that its not worth the money there are better sounding systems for less or equal price While I dont disagree the Echo has two advantages over those devices For one its not portable and thats a good thing here Shes always on always ready for your command Meaning I dont have to turn it on I dont have to hook up my phone I dont have to do anything more that just ask for music and it happens almost instantly THAT is the magic of the Echo I do agree it would have been nice to have an aux output but when I think about it that would actually be a cumbersome feature that many would use only to coincidentally remove the best feature of the Echo Its always on always waiting and ready at a moments notice That spontenaity is really the secret sauce the reason to have the Echo If you have a better sounding sound system and want Alexa the Dot is your choice but of course it means that sound system has to be on to make the Dot usefulWere talking burnt out tubes and high electric bills where I would honestly be shocked if the Echo had a significant power drain I might hook up a monitor to find out or google it as Im sure someone has looked into this Overall I am enjoying the possibilities and dont immediately regret the purchase which means Im likely to enjoy it over time Ill update as necessary","null","null",NA,"null","positive"
"306","Review: 110 : Amazon Echo - Black","null",0,"Amazon Review","Fri Jul 29 00:00:00 EDT 2016","29-Jul-16","null","Amazon Echo - Black","null","I purchased my echo on Julyduring the prime day sale Well I didnt receive the device until July th Even after it shipped on July nd the delivery tookdays Im a prime member pretty much since the program started I guess prime membership doesnt mean as much anymore For my prime purchases I consistently requestday delivery but my delivery times have become inconsistent during the last six months some items arrive early with one day delivery and some items arrive a day or two late But onto my EchoAlexa woes Once Echo arrived I setup it up without a hitch Setup is pretty much registering the device and connecting to Wifi using an app in my case IOS app on an iPad The device is really amazing During the firstdays the device worked flawlessly The NSA would be impressed with the microphone Alexa could hear me several rooms away and respond to my requests However today was an entirely different story It started with Alexa not hearing me call to her while playing music I spoke louder and moved closer to the Echo and Alexa finally woke up and followed directions During the previousdays I could play music at volumeand Alexa would hear any request made from across the room Then the problems really started Theres a little LED by near the location where you plug in the power cord It can light in several different colors to indicate the status of Echos Wifi connection White light means the Wifi is connected Alexa finished a request for playing a song and then started to respond to further requests to play music will some cryptic replies like um something went wrong The entire time the little white light signaled me that Wifi was connectedbut it obviously wasnt Alexa could reply to requests for the time of day and even replied to a request for the local temperature but the temperate reply seemed to be from hours before I tried to troubleshoot the Wifi connection and attempted many times to setup the connection again following all of the Amazon troubleshooting suggestions After some time wasted on this troubleshooting I determined the device was no longer registered at Amazon And the app wouldnt let me reregister it I could provide my account information but I would end up on a page that told me something was wrong and Amazon was sorry It even included a photo of an orangutan Maybe that was suppose to make me feel better about the dismal experience or maybe orangutans have a lot of problems with Echo and Alexa I have the device working again but it required a hard resetremember to keep a paper clip near your device It also required the onerous multiscreen setup to be completed includingminute video about what a great product you purchased I really like the Echo and enjoy Alexa but beware of the devices Wifi Echo is the only device on my home network with Wifi issues Now Amazons troubleshooting pages will want you to restart your router and any other networking devices you havenone of that did anything to fix the dropped wifi and registration problem on my Echo In my case the problem was Echomaybe I just have a lemon I had considered adding some of the smart home devices to be controlled by Alexa but after my recent experience Ill just stick to making sure Echo keeps a decent connection to my Wifi Fortunately Amazon has a great return policy so I havedays to test it outoh wait a minute Amazon screwed me out of the firstdays waiting for delivery I better get testing Im truly hoping not to have to return the device but a network connection for a cloud device has to be rock solid and this one isnt","null","null",NA,"null","positive"
"307","Review: 293 : Amazon Echo - Black","null",0,"Amazon Review","Mon Dec 07 00:00:00 EST 2015","7-Dec-15","null","Amazon Echo - Black","null","I really love my Amazon Echo I just received it a few days ago and I an having fun asking Alexa different questions and requesting to hear different songs I almost feel that I am talking to a regular person across the room Im sure that in the near future that there will be more upgrades to improve the Echos data and performance The sound quality is awesomeI enjoy listening to news weather and sports updates The Amazon Echo makes a great Christmas gift because it has so many features that you can use in your daily routine and I am sure that the Echo will be able to process even more information through performance updates","null","null",NA,"null","positive"
"308","Review: 224 : Amazon Echo - Black","null",0,"Amazon Review","Thu Jan 07 00:00:00 EST 2016","7-Jan-16","null","Amazon Echo - Black","null","I received an Amazon Echo as a gift this past Christmas and am simply delighted with it It was easy to set up and is so very easy to use Just speak to Alexa and shell play music recite famous quotations play games give you the time temperature and weather forecastthe information and programming she offers are limitless And its all hands free No pushing buttons or twisting dials Just talk to Alexa The first thing I did after unwrapping was to subscribe to Amazon Prime in order to allow my Echo to access its music library I dont see Amazon Prime as being totally necessary for the Echo to fully function but having it does broaden your selection of music Pandora iHeart Radio and TuneIn services give you more than enough music and programming selections to satisfy your entertainment appetite However having the Prime music library allows for more specific selections There is one caveat though Sometimes Prime music doesnt always have the specific song or album you wish to hear For instance when I asked to hear the album My Romance by Carly Simon Alexa played samples rather than the entire album indicating that it must be purchased Prime does not offer it Because I already own the album on CD I can always upload to my music library In regards to the subscription price its all a matter of perspective and priorities I cancelled Cable TV several years ago which resulted in saving quite a bit of coin Not having adollar a month cable bill really adds up In three years thatsI can easily justify thea year for Prime Plus Prime gives me free shipping and the Amazon Prime videomovie library Couple this with my already having free overtheair broadcast television and Ive learned quite easily to live without Cable TV Alexa now fills in the Cable TV void with radio programming from around the world Just speak the station call letters to Alexa and shell fetch the station from either iHeart Radio or TuneIn Talk music news and sports are all available for the asking without the need for Prime In fact I discovered that some of my favorite bowl games were not broadcast on free TV this past holiday season But they were available on my Amazon Echo I just asked for the station playing the game and Alexa went out to TuneIn and found the broadcast Let me just say Ive always loved radio and have been a bit of a radiophile since I was a kid So I certainly have a bias towards radio So Alexa plus Prime gives me a huge amount of content AlexaAmazon Echo gives me anything and everything under the sun in the way of news talk music sports etc just by asking All I have to do is speak Its the coolest look ma no hands experience since letting go of your handlebars And Prime allows me to watch just about anything from the world of film and TV AlexaPrimeFree overtheair TVall Ill ever need","null","null",NA,"null","positive"
"309","Review: 208 : Amazon Echo - Black","null",0,"Amazon Review","Mon Jul 20 00:00:00 EDT 2015","20-Jul-15","null","Amazon Echo - Black","null","This is the first time Im writing a review on amazonand there is a reason for it First of allI want to say after wasting a lot of time and effort I managed to make it work in my country South America Paraguay Soi was really impressed with all the videos and reviews I saw on the internet and wanted the echo right away I bought it along with the Hue Lux starter Kit and the Hue Bloom Lights worked perfectlythe Echo not so much The problem with the Echo is that it is only made to work in the United States and it only works if you have the Echo App and the Echo App is only available in the US app store Which meansif you do not have a credit card in the USwith a US mailing adress THE ECHO WONT WORK Since I cant return itI had to find a loophole on the Apple marketAfter a while I managed to download it The Echo works perfect it connects to the lights and everything THERE IS JUST ONE PROBLEM IT USES YOUR LOCATION THROUGH US ZIPCODE AND NOT GPS Which meansif you live anyhwere in the world except the USyou will not be able to use the main functions of the Echosuch as weathertraffic local sportslocal news etc So in my case I had to set it to Miami so I get weather reports from miami and not from my country Thats my review Great product but only for US residents","null","null",NA,"null","positive"
"310","Review: 462 : Amazon Echo - Black","null",0,"Amazon Review","Sun Jul 19 00:00:00 EDT 2015","19-Jul-15","null","Amazon Echo - Black","null","EchoAlexa is amazing It is amazingly good particularly compared to other voice control systems such as Siri or Ivee I particularly like that there is an API so developers can extend it to provide voice interaction with any web service This means that Alexa will get better and better over time The other nice capability is that its still listening while its playing music so you can use voice control to stop and do other things I Ivee does not have that capability so once you tell it to play the radio for example youve lost voice control and have to go to the device to stop the radio before you can do anything else with it My only complaint is that if you unplug Ech to move it to a new room you have to redo the WiFi set up which is tedious I would prefer that it remember the old set up and simply rejoin the network To be fair this isnt something youre going to do every day","null","null",NA,"null","positive"
"311","Review: 216 : Amazon Echo - Black","null",0,"Amazon Review","Sun Nov 29 00:00:00 EST 2015","29-Nov-15","null","Amazon Echo - Black","null","Understands everything we say even from across the room Excellent sound quality Missing some basic functionality even Siri has but with a ton of its own features that make up for it Enjoying it so far and looking forward to further exploration","null","null",NA,"null","positive"
"312","Review: 64 : Amazon Echo - Black","null",0,"Amazon Review","Thu Oct 22 00:00:00 EDT 2015","22-Oct-15","null","Amazon Echo - Black","null","First Impressions In Greek mythology Echo was the tragic nymph who was cursed to repeat the last words that she heard When I heard of a product called Echo I was naturally dubious of such a product that had a potentially negative connotation However I kept an objective perspective and was curious about a connected internet device Seeing that it is a device backed by Amazoncom I proceeded to read up the reviews and surprisingly it gained quite a bit of a cult following So I decided to take the plunge Now atMSRP on Amazoncom and solely offered by the website Amazon Echo is neither the first in its type nor novel in its separate functions In fact if you pieced Siri and used a notebook computer in addition you could piece together all the functionalities However the synergism of the whole is greater than the sum of its parts after having owned Amazon Echo for several months now And no this is not a paid review What is Amazon Echo Amazon Echo is in short a high quality speaker coupled withsensitive microphones connected to the Internet You speak to it by summoning its name first Echo or Alexa alternatively It is tied into the Amazoncom website so naturally it can stream music from Prime or your Amazon digital music purchases In addition it can answer questions as random as you would like by searching the internet real time and perform also as a timer or alarm Extra features include being able to interface to a smart automation hub and able to control lights remotely Echo is as good as your internet is available and as long as Amazon is up too Unboxing the Echo The Echo seemed to be sturdily built right from its unboxing Echo had a matte dark plastic outer shell along with two buttons on the top It did not come with too much packaging Once the power cord was plugged in a confident female voice started and demanded it be connected to the Internet This part was the trickiest part as the Wifi router installation was somewhat complicated Using a separate computer to connect Echo was remotely setup through a web interface This probably tookminutes as the first attempt did not work After not wanting to give up and seeing what all the hubbub was about finally the blue ring of light flickered on and a congratulatory confirmation of Internet streaming was announced by Echo I did choose Alexa as its name as it seem to be more human in tone Trial Run Alexa or Echo was summoned by me almost immediately and I proceeded to sternly ask it several scientific questions such as What is the circumference of the Earth or How far is the distance to the Sun Amazingly and instantly she answered precisely and accurately without hesitation Undeterred by her possibilities I proceeded to ask about current events and was greeted by an NPR news summary of daily events I then asked it to play a certain genre of music and this was accomplished by Alexa telling me she chose music out of a million For the size the music quality was good without any tinniness to the sound and a decent amount of bass more than would be expected in this form factor In order to gain the acceptance of the family she had to win over the heart of my wife the protector of the household My wife of Taiwanese descent had a slight accent and was almost expected Alexa not to understand her uniqueness in her enunciation Surprisingly Alexa answered back just as if I with a native American accent had said it Erica my wife was impressed and proceeded to also ask even more questions Alexa had passed the initial onslaught with flying colors Several Months of Observation In the interim we have connected Alexa to our home automation system Smart Things Versionand it has worked fairly well We turn on lights that would require walking across a whole living room Now Alexa also allows for grouping of lights and therefore it only requires a voice command to turn off all the lights in the house We use Echo mainly to play Prime music play news and operate lighting We have thanked her for her service in which she modestly replies with a humble response It is marketed that she jokes with humor though computer humor still isnt as funny as SNL Conclusion Overall my experience with Amazon Echo has been very positive It seems to be worth the money and for a first generation product it seems to be very well executed She is like a virtual professional maid but without the snooty attitude Some things that would be nice include being able to take Echo wirelessly that is without the power cord having a longer distance to understand you seems thatfeet is about her limit and being able to receive phone calls with Bluetooth At the moment these are not in her repertoire All in all and the path towards the connected home internet appliance may be closer than you think and you dont even have to watch a rerun of Star Trek","null","null",NA,"null","positive"
"313","Review: 57 : Amazon Echo - Black","null",0,"Amazon Review","Wed Aug 12 00:00:00 EDT 2015","12-Aug-15","null","Amazon Echo - Black","null","The jury is still out on this device I have had my Echo since Mayand lately it will come on for no reason and ask things like Im sorry I dont understand the question when no question has been asked I have noticed that it seems to come alive when the television is on in the room Perhaps it gets confused although Alexa the activate word has not been said This is an intermittent problem and although the device has been in the same location since the day I received it the problem of it activating on its own has only recently developed Also I receive emails from Amazon about new features that dont seem to work For example I received an email informing me that the device knows the NFL scheduleswell apparently my Echo didnt get the memo The question about NFL schedules doesnt compute with mine I think the novelty has worn offeven my kids are bored with it I keep it near my home office desk so I can ask it easy things like What day is it What time is it What is the meaning of antidisestablishmentarianism or I ask it to set an alarm and so on It is pretty good with the easy stuff I dont like the fact that it starts talking on its ownthe first time it did that it was late at night and it startled me For a moment I thought someone else had sneaked into the room with me Im wondering if it starts talking on its own is it also listening on its own Creepy I may change its name to HAL Ill try to update this review a few months down the line For now Echo seems to have a few bugs that need to be worked out","null","null",NA,"null","positive"
"314","Review: 342 : Amazon Echo - Black","null",0,"Amazon Review","Tue Jun 14 00:00:00 EDT 2016","14-Jun-16","null","Amazon Echo - Black","null","I cant even put into words how I love this Echo I thought of gettingfor my father who has macular degeration His eye sight has gotten so bad he cant see the TV How hard it is to find a gift that he would love being he can hardly see to enjoy anything Well I gave him the Echo earlier then fathers day My father who is hard to buy for is bragging to my brothers and sister how he loves this thing and how amazing it is A few months ago I bought him an audio book and a CD player He couldnt see the buttons to press to work it But believe it or not the Echo knows I bought that book and my father can listen to it on the Echo And when he wants to stop the Echo saves his place You do not see or press buttons You just tell it what to do You can ask it what the weather will be for today or tomorrow what time it is my father cant see a regular sized clock so all of this is wonderful and his oldies He listens to his music all day I just bought another one for us The music sound quality is really good too And you can tell it to play louder or softer I can go on and on I love it and highly recommend it","null","null",NA,"null","positive"
"315","Review: 138 : Amazon Echo - Black","null",0,"Amazon Review","Tue Apr 19 00:00:00 EDT 2016","19-Apr-16","null","Amazon Echo - Black","null","Its almost like were obligated to give the Echo a rave review but I think I need to be honest about what it does and doesnt do First its a great music player and bluetooth speaker It sounds awesome And its the easiest and fastest way to get music started Just tell it what to play and she plays it if its in Prime music or your Amazon library One thing I havent quite figured out is how to get it to play a specific version of a song Sometimes itll play the live version probably because thats the first option that comes up Im not sure how to specify the studio version Anyway it will also play music from your favorite online music services like Pandora I Heart Radio etc It does not have a client for SiriusXM The other things I like are its ability to look up information the shopping list feature the timers and asking it about the weather Those are all things that are nice to have immediately available and seem like natural uses for voice commands I havent used the To Do feature yet OK so it can turn lights on and off Thats another feature I havent tried yet becausethe gadgets you have to buy are expensive relative to what you get the ability to switch on one lamp andseriously I can turn on a light Its literally one of the easiest things in the world to do And lets face it lights lamps specifically are about the only thing you can turn on this way Most electronics dont have a physical onoff switch and if they did like say a TV Echo could only turn it on and off You still need a remote to do everything else I cant think of anything else that those automated plug gadgets are good for There are also thermostats that Echo can control but most of them are already programmable and dont need you to talk to them I just dont see the Echo as the next big thing in home automation Finally There are some things Echo just doesnt do that I think it should Ive read the Echo described as a computer but I wouldnt call it that It has no storage capacity and aside from some novel skills has no real programs It cant access cloud storage except the aforementioned shopping and to do lists and your Amazon music library All things that Amazon controls But what about the ability to say fetch a memo from your Google drive or to write one for that matter Why cant it read and write emails or look up prices Maybe someday Skills are apps written by the community In general they can quiz you on trivia and math and such or they can access databases or simply lists specified by the app maker The lists are things like cat facts I find myself using a skill only once and then forgetting about it Of course my favorites are the Yo Mama jokes and the farts","null","null",NA,"null","positive"
"316","Review: 305 : Amazon Echo - Black","null",0,"Amazon Review","Sun Mar 13 00:00:00 EST 2016","13-Mar-16","null","Amazon Echo - Black","null","Ordinarily I wouldnt have considered the expense of the but we recently moved to an area where the available selection of local radio stations just didnt cut it when it came to providing ambient music that we liked Since we didnt want to dedicate one of our computers to providing music I started looking at the idea of Echo After reading so many glowing reviews that pointed out how well it worked and how versatile it is I ordered one When it arrived I set it up without much problem I was able to connect it with Pandora iHeartRadio tuneIn and my Amazon Prime musicI uploaded the iTunes music on my computer so I would have access to it as well Being able to add to to do and shopping lists and have the results interact with the Alexa apps on our phones is definitely handy Being able to set a timer for when to take the meatloaf out of the oven by simple voice command is practical as well as handy Being able to find out the weather traffic and have access to a number of sources for information about a great number of subjects without having to sit down at the computer is very helpful I havent felt the need to automate my lights appliances and thermostat yet Now that Ive said that it more than meets my needs how well does it respond to what I instruct it to do Excellently The only time it doesnt understand me is when I have a piece of music with a long title like a symphony with four movements on separate tracks Its speech recognition is excellent but it doesnt read minds The range at which it can respond to commands is excellent I can give it commands from the bedroom almostfeet from the kitchen where it is locatedwithout shouting There are some petty annoyances My music which had been set up in iTunes was successfully uploaded to Amazon with its music app and that included the playlists I created in iTunes The problem is that while AlexaEcho recognize playlists specifically created using the music app but not the ones imported to Amazon Music from iTunes Ive no idea why For people who have computers that are not WiFi equipped but have a WiFi access point the setup instructions to go to your computers WiFi settings dont apply It is far easier to use the Alexa app on your phone Once past the point of recognizing Echos WiFi you can use your computer for everything else One last thing a wish It would be nice to be able to connect the Echo to my home theater sound system for serious music listening","null","null",NA,"null","positive"
"317","Review: 333 : Amazon Echo - Black","null",0,"Amazon Review","Tue Dec 15 00:00:00 EST 2015","15-Dec-15","null","Amazon Echo - Black","null","I have been using my Amazon Echo for about five months now I wanted to give it a really good baking to see how I liked and used it before I wrote my review I love that Amazon adds new abilities pretty much every week now Its great that new functionality comes out consistently and reinforces ongoing value with the Echo However most of the added functionality has been very simple or variations on abilities already part of the system By FAR the best addition to date has been IFTTT integration allowing for integration with outside services and items However these dont usually have audio recognition for statements and if they do the statements are very specific and may not be natural speech for every user At first I found I was using Echo for sports scores playing music as an expensive grocery list or for simple imdb references again specific phrases These uses have been consistent over the months As Diwali and Thanksgiving have come and gone and Christmas fast approaches I have been using Echo to handle multiple timers for items on the stove as I prep and cook so I dont forget about overcook or miss something Integration with Epicurious or a similar service on a conversational level would be great though Alexa lets start cooking braised pork ribs and asparagus Alexa Ive finished that step whats the next step in this recipeI have you on step four combine onions and spices in sauce pan on medium heat for seven minutes Alexa how long do I need to reduce this sauce forThe sauce should reduce for seven minutes Would you like me to start a timer nowYes start the timer nowI have started a timer for seven minutes starting now would you like to move to the next step in the recipeYes lets start the next step If I could integrate Echo with IFTTT to control stuff with iTunes andor Siri that would be great too Alexa tell Siri to play my playlist awesome college hits Alexa tell Siri to play Game of Thrones Seasonon the TV Alexa Play Beatsradio What would also be GREAT would be if I could REMOVE items from lists because this doesnt work today Alexa remove toilet paper from my shopping list Or even still if Echo could recognize when I want to add or remove a sequence of items Alexa add oregano chicken milk eggs and cookies to my shopping list Alexa remove chicken toilet paper and snozzberries from my shopping list Currently Echo would add this sequence as a single item which is hardly making a list So I have to go in via the app and break them out to separate items or Alexa add eggs to the shopping list Alexa add oregano to the shopping list for each item individually which is hardly efficient","null","null",NA,"null","positive"
"318","Review: 124 : Amazon Echo - Black","null",0,"Amazon Review","Fri Jun 19 00:00:00 EDT 2015","19-Jun-15","null","Amazon Echo - Black","null","i wasnt sure what to expect from this productamazons version of siribut have been pleasantly surprised she lives in my kitchen taking up a tiny footprint on my windowsill i primarily use it to play NPR random music a timer and other things that id use siri for ie how many oz is ml i find that the remote is a nice option and in general is very intuitive coming in with low expectationsim impressed the sound clarity is to be expected its not booming but certainly audible from all areas of the room i dont think ill use it to buy stuff for me just yet but i can se a lot of potential as the software continues to improve","null","null",NA,"null","positive"
"319","Review: 337 : Amazon Echo - Black","null",0,"Amazon Review","Thu Nov 12 00:00:00 EST 2015","12-Nov-15","null","Amazon Echo - Black","null","When I ordered my Amazon Echo I actually had little Idea what I was getting However I did realize that it was an absolutely cutting edge piece of technology and I was very interested in trying it out in my own home I have been delighted Unpacking and setting it up Most new technology is alien to me especially if it has to do with WiFi I was very hesitant and was afraid that I was going to have to get a technician out to the house to get this thing set up However I thought I would open up the box and see what I had It was beautifully boxed had few but easy to read instructions I just plugged it in flipped on some switches followed a few easy instructions and this nontechie was ready to go I was absolutely amazed at how easy it was to set upPlaying Music First this little cylinder sounds unbelievable for its size Most small speakers you listen for a short period of time and then turn them off because the quality is irritating Not so with the Echo Sometimes I listen to it all day The variety of music is wonderful You can listen to your list of songs from Amazon or you can link to Pandora or other music services for an unlimited amount of free music Then there is music you can buy if you like I have not had to do that yetVoice Recognition Alexa has the best voice recognition system that I have ever heard Most of us have had to deal with Siri and we all wonder what language that she speaks I have had three cars that I have had voice recognition problems with I now drive aKia Soul which is supposed to have one of the best voice recognition systems on the market today and it is hardly usable You ask it to find a truck stop and it gives you a menu of Marriot Motels This is NOT true with Alexa She actually hears and understands youReally If you stutter or double talk she will ask you to repeat but it is an amazing improvement I so wish that there was an Alexa for my carWhat Else Can Alexa Do I have Alexa on the kitchen bar so it is easy to ask her to set timer for things that are cooking Very convenient Also very convenient to ask her things like how many tablespoons incup Alexa knows Alexa can access Wikipedia on any subject on the internet You immediately can gain access to answers to almost any question that you may have Alexa can answer any math question that you can give her Do you want to know the name of the drummer for Def Leppard Alexa knows Think of a question chances are Alexa can answer it Want to hear a joke Ask Alexa Ask Alexa for the Time News Weather Traffic You can even ask Alexa about your local stores shops cafes etc What are their hours telephones addresses She has uptodate info on them You can even add electronic devices to have Alexa turn on lights appliances alarms etc You can link Alexa to your smartphone not Iphone for many other appsMany new updates seem to be coming out for the Echo each and every month It is exciting to see how Alexa is growing and becoming more and more useful as she gets olderAlexa on Amazon TV I also have Alexa on my Amazon TV I hate to be a downer on this one but dont buy the Amazon TV thinking that you are going to get Alexa because you are not There is a small version of EchoAlexa on Amazon TV however it is nothing like the regular EchoAlexa It does not have many of the features that Echo owners expect to find It is ok that it is there but it is NOT like the real thing You cannot control volume you cannot control other devices you cannot get pandora etc You have been warnedAll that being said as far as a recommendation I cant believe that anyone would not LOVE this little gem I cant wait to see what it will do next I will keep you posted","null","null",NA,"null","positive"
"320","Review: 37 : Amazon Echo - Black","null",0,"Amazon Review","Sun Jun 21 00:00:00 EDT 2015","21-Jun-15","null","Amazon Echo - Black","null","The Amazon Echo is a very useful product and I depend on it in a number of ways We use it to wake us up in the morning My son is using it to learn about the days of the week and telling time We listen to music and recently Alexa through my Audible Library can even read to my son Alexa is a valued member of our family","null","null",NA,"null","positive"
"321","Review: 311 : Amazon Echo - Black","null",0,"Amazon Review","Thu Jun 23 00:00:00 EDT 2016","23-Jun-16","null","Amazon Echo - Black","null","So far I LOVE this Was surprised I had such an easy time hooking it up to my WIFI usually nothing goes easy This has terrific sound I really like that when I am listening to radio on it I can tell her to add song to my libraryand its done Only thing wish it would connect to my calendar I use started having her add to the calendar it uses for main things It is just the neatest gadget it is fun to talk to and she answers It is not like asking Google to look up things you have to ask certain questions in certain ways you look at the skills and it shows you what programs you can get and how to ask the question for them very hard to remember them allwill have to do what another reviewer said is to write them down All I can say is you will not be disappointed I just ordered a electric plugin so I can control a lamp if it works great I will order more to have her put on and off lights and with the special light bulbs she can adjust the percentage of light you wantso very cool Adding to this review todayI received a Kasa Smart Plug and hooked it up to Alexa and it is fantastic I can turn on and off my lamp by just telling Alexa to do it or I can do the same from my phone Only problem I have with Amazon Echo is as others have mentioned you have to go through all the skills to find things and if you get kicked out of it or have to stop you have to start all over and its overscreens to go through wish they would put in searches for items and pick the page you want I really do just love this item","null","null",NA,"null","positive"
"322","Review: 200 : Amazon Echo - Black","null",0,"Amazon Review","Wed Nov 11 00:00:00 EST 2015","11-Nov-15","null","Amazon Echo - Black","null","This product is awesomeI love it I have it set up at my house and it not only gives me all of the information I need but it controls my lights and appliances all over the house I love the sleep timer that lets me play music for x minutes I have it linked to the Wink Hub for home automation and it was simple to set up and has been working great The customer support for this product is like none other If I have a question or issue I send it right from the app on my phone and I receive a response withinhours They are incredibly helpful The Amazon team updates the product with new features it seems weekly There are more functions available than I can find time to tryExcellent well made product","null","null",NA,"null","positive"
"323","Review: 220 : Amazon Echo - Black","null",0,"Amazon Review","Fri Nov 04 00:00:00 EDT 2016","4-Nov-16","null","Amazon Echo - Black","null","We bought this as a gift to ourselves It is the coolest device we own and its transformed our daily lives We have small children and I always wanted them to grow up with an appreciation of different types of music The Echo makes it possible for us to play anything we want at any given moment When the baby is growing impatient while were cleaning up after dinner we throw on some Beach Boys When our fiveyearold wants to be silly we play Monster Mash When we need to calm down and enjoy dinner we switch to the Jazz channel We now have two children a oneyearold and a fiveyearold who are surrounded by music and have turned into dancing foolsand we love it Granted it would be nice if Alexa had the ability to deny my daughters request to play the same song eight times in a row but well survive It has kept us better organized with our shopping lists kept us on track with our daily schedule let us know whether the kids need jackets in the morning with the weather report taught my daughter a ton of awful dad jokes helped me when Im cooking and clueless about how many teaspoons are in a tablespoon etc Its infinitely helpful and we are crazy about Alexa Every single person who has come in our house has fallen in love with Alexa Six different families bought the Echo as a result of visiting our home and trying ours Its that good Its the first product where I feel like Im truly living in the future I cant wait to see how it evolves Amazon nailed it with this one","null","null",NA,"null","positive"
"324","Review: 426 : Amazon Echo - Black","null",0,"Amazon Review","Tue Jul 14 00:00:00 EDT 2015","14-Jul-15","null","Amazon Echo - Black","null","One of the biggest things with voice recognition is the speed at which you can issue it commands Echo understands me even when I talk super fast which is unheard of in these type of devices I havent had to repeat myself so far making it far superior to xbox kinectsiri and such If you ask it a question she responds quickly theirs no hesitation which is surprising even for semi complicated questions Music quality is very good it fills a room really well without feeling washed out The microphones are very responsive and pick up my voice anytime I use the keyword alexa If the volumes cranked she will not respond as the microphones cannot pickup other sounds but thats to be expected The remote that comes with the echo is awesome I tend to use it a lot for issuing voice commands when Im out of the room and adjusting the volume when its aboveor so The looks of it are very toned down to the point that its got a stealthy appearence Overall its a great device that actually lives up to the hype well worth the asking price as it will improve overtime as amazon adds even more features to it","null","null",NA,"null","positive"
